index,critical_temp
0,26.169433091930966
1,22.919936521992536
2,90.91520227806815
3,74.63497620869083
4,90.1985384589598
5,68.22871841575311
6,86.21713118066894
7,79.41112651225849
8,90.69052226187767
9,64.19079441718308
10,35.03834628829132
11,10.148674716104972
12,23.50136280208733
13,76.261833697479
14,88.12655219606351
15,88.12655219606351
16,88.12655219606351
17,88.12655219606351
18,43.41595027767105
19,70.41884276131107
20,48.53206260020331
21,70.36372690687311
22,24.255937341645716
23,53.084220880476785
24,83.02125521887581
25,80.35875728861768
26,35.03834628829132
27,70.57558948902752
28,92.07024097471319
29,91.73728824499703
30,20.23819117734278
31,110.46157223162137
32,121.14797663358905
33,83.48099926994323
34,83.96755324000797
35,73.90573801583112
36,48.205494507889924
37,42.85358375627007
38,75.93323218601525
39,48.70374156348542
40,84.78992370564485
41,84.2883750427847
42,20.89023209650601
43,92.58759811616954
44,88.12655219606351
45,92.58759811616954
46,75.02751284964867
47,87.30148802531842
48,87.7836653191993
49,36.87275817835074
50,73.8084302851056
51,52.54959033385176
52,88.47592692874302
53,69.81042629620977
54,76.261833697479
55,70.95873697126981
56,75.24190953689336
57,61.26801630534545
58,80.18581942709919
59,79.5488004746129
60,90.56855009619983
61,83.48099926994323
62,90.40105506711322
63,61.86188410505304
64,62.487358619225844
65,51.0753664716905
66,64.2283171329471
67,49.08615939406226
68,41.181541575906444
69,83.48099926994323
70,79.32896958747206
71,42.6288903501416
72,77.10658044065943
73,74.89844467729205
74,35.03834628829132
75,87.30196094096503
76,35.76377243481284
77,34.76523452715814
78,92.17376872553865
79,87.02583051604564
80,64.28784576203218
81,88.12362557128219
82,84.40017464874798
83,24.953097492761437
84,72.69642966134208
85,23.061007730555772
86,83.02125521887581
87,75.72985903902926
88,51.26875183455059
89,45.09572648384184
90,77.54152664066724
91,89.63476959825695
92,66.6947158792811
93,91.87732356455724
94,79.88139672426118
95,58.301944585092166
96,78.36756943753852
97,28.295594735164777
98,92.11786482648279
99,73.80171916021817
100,44.45418841036909
101,87.28055031585001
102,61.860418454519206
103,38.92897006078362
104,45.15244658426013
105,59.68250582433596
106,32.35136329029523
107,38.816450267852524
108,70.6233110507928
109,69.36513003835974
110,47.00563074289086
111,46.772888236011674
112,25.04174617490887
113,50.86584915633852
114,64.77010342928828
115,72.07729544831021
116,64.77010342928828
117,80.95024558754137
118,68.11061208552005
119,53.62124984401117
120,86.57616741177499
121,89.34487900883255
122,87.78304680170412
123,82.31063445618169
124,45.796286717631126
125,88.12655219606351
126,90.26437268176005
127,42.20847124725051
128,121.14797663358905
129,34.47789263153825
130,79.17293216154928
131,77.10658044065943
132,84.82242471073478
133,108.38376923378588
134,101.20784366993419
135,87.97873812939098
136,84.45861178517582
137,10.461792932478389
138,88.47592692874302
139,69.81042629620977
140,78.1489906153966
141,52.502713253794965
142,31.57277631690902
143,15.232502144310956
144,90.56855009619983
145,70.57558948902752
146,72.40392012127116
147,78.8511116719714
148,90.43994664734707
149,59.39737572107127
150,104.44380267985994
151,103.80348760659481
152,101.44116492744081
153,85.95271334550145
154,93.67392302196419
155,88.12655219606351
156,69.3225527065329
157,66.39086375408118
158,63.639382537982584
159,41.56962041414439
160,31.871828625212203
161,77.10658044065943
162,85.42733192011502
163,15.744406180217752
164,13.777874968256375
165,42.87561539229132
166,38.79974400526855
167,87.60103511444511
168,79.93499901984869
169,79.17293216154928
170,38.84596300095642
171,41.20055953419255
172,35.44989004748801
173,20.77122432743981
174,19.1553392940339
175,24.65484873759092
176,36.801724005576396
177,13.85110688325533
178,72.85801655785215
179,23.97616318598452
180,63.47110088893665
181,21.679925136553845
182,23.890463317572124
183,24.52257914575182
184,90.07384168958575
185,62.460429162216194
186,62.25779682077022
187,38.46860193152252
188,79.07741084555444
189,74.33965883475481
190,87.24385128980055
191,31.79466736423206
192,91.71166477757946
193,88.12655219606351
194,82.13575411075573
195,109.31550979773964
196,118.00677304205635
197,113.43000576326979
198,46.0158060113131
199,43.73769274750075
200,57.4108195655794
201,84.97105016159092
202,84.05450725875487
203,82.19786756111007
204,18.589513100880573
205,83.59225327732649
206,71.56108674405989
207,79.17293216154928
208,87.78304680170412
209,91.87732356455724
210,76.96409386155916
211,78.66527367393275
212,79.02780235598317
213,90.40105506711322
214,76.12282896348088
215,69.11283688836335
216,55.839802327613064
217,75.33210718483993
218,79.17293216154928
219,19.62193355258087
220,72.85801655785215
221,23.97616318598452
222,35.03834628829132
223,62.35742251406142
224,54.27717076537173
225,97.05179195168053
226,88.12655219606351
227,68.83960685653756
228,83.42671452212011
229,77.523921946407
230,28.785884983829735
231,62.15795450596614
232,20.21741856807802
233,83.00173017294853
234,73.50527215803065
235,61.087957713710516
236,65.9167185510566
237,70.12110484708593
238,78.53305710037783
239,76.74103102345063
240,44.20129993927038
241,88.9477729027211
242,80.99193051404606
243,77.24025171247587
244,64.77486879209114
245,78.06687384015927
246,77.83534385044153
247,75.14543889315979
248,74.13850329583312
249,19.878759745862684
250,63.935341384063555
251,49.673656377921304
252,85.95998957865247
253,77.54152664066724
254,56.6597977226222
255,117.5499816591268
256,117.5499816591268
257,64.73735704655302
258,75.91381382518551
259,21.09419032851119
260,108.54990539827392
261,90.08722571676452
262,89.01601710843717
263,90.93685954975528
264,36.57343036978394
265,38.24053434776247
266,89.63476959825695
267,86.02506085169979
268,63.90605985630801
269,83.48099926994323
270,90.26437268176005
271,91.26541421191462
272,118.00677304205635
273,82.28593889928963
274,70.71592647690686
275,63.12845525675987
276,64.5576935157934
277,18.116879203616392
278,21.171236678183334
279,28.609746244982443
280,17.594992571133112
281,14.617050423907727
282,21.09419032851119
283,19.88458962910375
284,82.93827182138973
285,90.26437268176005
286,90.9849824341969
287,20.65713057196597
288,24.919425494747216
289,69.48116169544744
290,69.48116169544744
291,61.944264073656996
292,77.54152664066724
293,16.104132344406374
294,21.052862268064224
295,118.00677304205635
296,46.22904452921485
297,9.283117952901554
298,79.0176560975226
299,24.779166128463327
300,23.97616318598452
301,35.03834628829132
302,52.54959033385176
303,102.33128531615935
304,103.9834039134857
305,84.72370908156357
306,43.23812117497584
307,39.79813886303531
308,37.64182256966886
309,43.23812117497584
310,72.36460049391782
311,52.13971663327244
312,8.624083590344785
313,15.052381908072135
314,88.33241513975914
315,77.10658044065943
316,21.935623187056887
317,86.38982339759596
318,71.62621737779024
319,15.712936897779512
320,77.10658044065943
321,61.24401012472319
322,79.7016756024924
323,71.60403275289507
324,91.71166477757946
325,78.7138601248053
326,85.45875485759731
327,18.585989600507016
328,21.03094932195086
329,28.295594735164777
330,83.48099926994323
331,21.421761641149146
332,35.03834628829132
333,14.639718079171724
334,17.98597339959088
335,30.72781672072844
336,23.33554833453608
337,20.969076410783682
338,32.64474611010166
339,6.309575519309336
340,16.061900155571873
341,22.56451161301763
342,24.255937341645716
343,13.699851640936238
344,72.36460049391782
345,37.36156540541735
346,65.69039511940744
347,49.768010758774935
348,79.3804810049626
349,44.697222733742336
350,51.34915103881304
351,82.04709611309565
352,52.502713253794965
353,74.19771464471262
354,83.48099926994323
355,87.48512033351686
356,87.86385381086704
357,87.34465636255193
358,36.33319745463755
359,92.64227217395356
360,90.56826593911295
361,88.12655219606351
362,33.53137089960367
363,45.202344303107814
364,78.13862631254682
365,8.605364620919387
366,12.0569089903253
367,21.146397230173385
368,40.89299320789465
369,36.270366603043215
370,88.12655219606351
371,19.195600148639233
372,16.346668518338383
373,71.37727397232153
374,22.515370353928283
375,23.789197830344865
376,22.670821363688667
377,22.168871626761288
378,90.71185218134534
379,51.822351021263714
380,66.085292041978
381,15.39517823256664
382,82.95142981690691
383,39.9620000210734
384,70.94780478370876
385,71.32404588399488
386,11.08920261366554
387,9.482712305707073
388,17.358069839122525
389,16.05790833775935
390,56.6597977226222
391,28.333546348100782
392,28.58398684387029
393,66.57245850435795
394,20.77122432743981
395,79.17293216154928
396,108.31946213962402
397,111.4284083302932
398,28.390129951236624
399,25.713657857624096
400,34.54786688932262
401,70.52607082974984
402,69.95086968868904
403,46.95932002602426
404,14.96788384591479
405,62.51531209794008
406,107.17496621409845
407,28.91553900763487
408,28.1466722523533
409,104.76884137098233
410,20.866949655471842
411,42.79411378207693
412,48.65355588220944
413,46.21779362042488
414,91.22954368972914
415,49.87003062586997
416,91.71166477757946
417,30.281775817766295
418,31.11172197223146
419,87.46894921154764
420,26.17079640038658
421,81.18852973869029
422,79.09536833565569
423,77.94266742373965
424,69.11587367663158
425,52.89672615826827
426,77.10658044065943
427,60.27062666427142
428,31.00608765084356
429,77.24954590642245
430,39.92602759637424
431,56.6597977226222
432,56.6597977226222
433,88.8590406424548
434,58.02458806422579
435,23.28830200975148
436,48.96213118986508
437,27.017169331041423
438,73.10953540112939
439,73.4671389921902
440,76.54629182454741
441,83.70160955229186
442,89.9389423168798
443,82.7441882680591
444,60.46668643845255
445,23.937592891770965
446,16.395652072666756
447,79.17293216154928
448,69.13454252875616
449,75.43852223700237
